,data,codnum,pm10,pm2_5,so2,no2,o3,co,pm10_i,pm2_5_i,so2_i,no2_i,o3_i,co_i,max_value,qualidade,nome,chuva
28,2011-01-29,1,119.145,,6.14695652173913,,41.76875,0.99,95.4419387755102,,12.29391304347826,,16.7075,4.4,95.4419387755102,Ruim,Copacabana,0.0
29,2011-01-30,1,88.27208333333334,,3.603913043478261,,27.40125,0.82125,70.66553571428572,,7.207826086956522,,10.960500000000001,3.6500000000000004,70.66553571428572,Moderada,Copacabana,0.0
30,2011-01-31,1,75.04478260869566,,2.817727272727273,,31.0625,0.325,60.13768411712511,,5.635454545454546,,12.425,1.4444444444444446,60.13768411712511,Moderada,Copacabana,0.0
31,2011-02-01,1,95.50124999999998,,4.149565217391304,,47.71125,0.38875000000000004,76.41936224489794,,8.299130434782608,,19.084500000000002,1.727777777777778,76.41936224489794,Moderada,Copacabana,16.0
32,2011-02-02,1,84.20166666666667,,6.926521739130435,,,0.58875,67.42581632653061,,13.85304347826087,,,2.6166666666666667,67.42581632653061,Moderada,Copacabana,0.0
33,2011-02-03,1,57.88041666666667,,3.7091304347826086,,21.42375,0.38625000000000004,46.47625,,7.418260869565217,,8.5695,1.716666666666667,46.47625,Moderada,Copacabana,0.0
34,2011-02-04,1,68.44375000000001,,2.304782608695652,,22.69375,0.42500000000000004,54.88380102040817,,4.609565217391304,,9.0775,1.888888888888889,54.88380102040817,Moderada,Copacabana,0.0
35,2011-02-05,1,67.21124999999999,,5.960000000000001,,34.3075,0.2625,53.902831632653054,,11.920000000000002,,13.722999999999999,1.1666666666666667,53.902831632653054,Moderada,Copacabana,0.0
36,2011-02-06,1,58.782916666666665,,8.67478260869565,,39.8525,0.41625,47.19456632653061,,17.3495652173913,,15.941,1.85,47.19456632653061,Moderada,Copacabana,0.0
37,2011-02-07,1,70.78166666666667,,10.20695652173913,,43.511250000000004,0.64625,56.74459183673469,,20.41391304347826,,17.404500000000002,2.8722222222222222,56.74459183673469,Moderada,Copacabana,0.0
38,2011-02-08,1,62.38458333333333,,7.725217391304348,,30.05625,0.30124999999999996,50.061198979591836,,15.450434782608696,,12.0225,1.3388888888888888,50.061198979591836,Moderada,Copacabana,0.0
39,2011-02-09,1,69.91166666666668,,10.34,,29.740000000000002,0.515,56.05214285714287,,20.68,,11.896,2.288888888888889,56.05214285714287,Moderada,Copacabana,0.0
40,2011-02-10,1,74.42916666666666,,13.971304347826086,,55.7925,0.7875,59.64770408163265,,27.942608695652172,,22.317,3.5,59.64770408163265,Moderada,Copacabana,0.0
41,2011-02-11,1,92.66916666666667,,6.4052173913043475,,24.3925,0.575,74.16525510204082,,12.810434782608695,,9.757,2.5555555555555554,74.16525510204082,Moderada,Copacabana,0.0
42,2011-02-12,1,77.19666666666667,,5.380869565217391,,47.464999999999996,0.3225,61.850408163265314,,10.761739130434782,,18.986,1.4333333333333333,61.850408163265314,Moderada,Copacabana,0.0
43,2011-02-13,1,69.58541666666666,,7.071304347826087,,51.748749999999994,0.2625,55.792474489795914,,14.142608695652173,,20.6995,1.1666666666666667,55.792474489795914,Moderada,Copacabana,0.0
44,2011-02-14,1,80.76166666666667,,7.823478260869565,,46.3675,0.6762499999999999,64.68785714285714,,15.64695652173913,,18.547,3.005555555555555,64.68785714285714,Moderada,Copacabana,0.0
45,2011-02-15,1,76.42571428571429,,5.610952380952381,,22.69125,0.37875,61.23679300291546,,11.221904761904762,,9.076500000000001,1.6833333333333333,61.23679300291546,Moderada,Copacabana,0.0
46,2011-02-16,1,77.21043478260869,,5.80913043478261,,20.6475,0.26125,61.86136645962732,,11.61826086956522,,8.259,1.161111111111111,61.86136645962732,Moderada,Copacabana,0.0
47,2011-02-17,1,69.86416666666666,,4.652608695652174,,18.745,0.2625,56.01433673469387,,9.305217391304348,,7.498000000000001,1.1666666666666667,56.01433673469387,Moderada,Copacabana,0.0
48,2011-02-18,1,68.33791666666666,,4.262173913043478,,25.07625,0.2475,54.79956632653061,,8.524347826086956,,10.030500000000002,1.1,54.79956632653061,Moderada,Copacabana,0.0
49,2011-02-19,1,48.29304347826087,,4.041818181818182,,27.59875,0.135,38.6344347826087,,8.083636363636364,,11.0395,0.6000000000000001,38.6344347826087,Boa,Copacabana,0.0
50,2011-02-20,1,60.89041666666666,,4.370434782608696,,26.7225,0.2575,48.87196428571428,,8.740869565217391,,10.689,1.1444444444444446,48.87196428571428,Moderada,Copacabana,0.0
51,2011-02-21,1,68.44083333333333,,5.149130434782609,,28.322499999999998,0.5325,54.88147959183674,,10.298260869565217,,11.329,2.3666666666666667,54.88147959183674,Moderada,Copacabana,0.0
52,2011-02-22,1,86.44045454545454,,7.113913043478261,,49.0975,0.7150000000000001,69.20770871985158,,14.227826086956522,,19.639,3.1777777777777785,69.20770871985158,Moderada,Copacabana,0.0
53,2011-02-23,1,51.03208333333333,,2.9565217391304346,,27.4775,0.42625,41.025535714285716,,5.913043478260869,,10.991,1.8944444444444446,41.025535714285716,Moderada,Copacabana,12.2
54,2011-02-24,1,43.61041666666667,,3.5217391304347827,,30.7725,0.1475,34.88833333333334,,7.043478260869565,,12.309000000000001,0.6555555555555556,34.88833333333334,Boa,Copacabana,0.0
55,2011-02-25,1,50.4,,2.34,,,0.16625,,,4.68,,,0.7388888888888889,,aaa,Copacabana,0.0
56,2011-02-26,1,60.76833333333334,,2.3882608695652174,,,0.13874999999999998,48.77479591836735,,4.776521739130435,,,0.6166666666666666,48.77479591836735,Moderada,Copacabana,0.0
57,2011-02-27,1,76.11291666666666,,3.8526086956521737,,34.70875,0.40750000000000003,60.987831632653055,,7.705217391304347,,13.883500000000002,1.8111111111111113,60.987831632653055,Moderada,Copacabana,0.4
58,2011-02-28,1,69.3575,,3.4421739130434785,,16.18625,0.5275,55.61107142857143,,6.884347826086957,,6.474500000000001,2.3444444444444446,55.61107142857143,Moderada,Copacabana,6.0
59,2011-03-01,1,50.0225,,3.18,,8.14375,0.2925,,,6.36,,3.2575000000000003,1.3,,aaa,Copacabana,1.8
60,2011-03-02,1,37.035000000000004,,1.8517391304347828,,7.6,0.1275,29.628000000000004,,3.7034782608695656,,3.04,0.5666666666666667,29.628000000000004,Boa,Copacabana,1.4000000000000001
61,2011-03-03,1,43.52875,,3.9791304347826086,,4.52875,0.49,34.823,,7.958260869565217,,1.8114999999999999,2.177777777777778,34.823,Boa,Copacabana,4.6000000000000005
62,2011-03-04,1,43.98583333333334,,2.6021739130434782,,12.41,0.24375,35.18866666666667,,5.2043478260869565,,4.964,1.0833333333333333,35.18866666666667,Boa,Copacabana,0.4
63,2011-03-05,1,32.94291666666667,,1.6760869565217391,,8.151250000000001,0.31124999999999997,26.354333333333336,,3.3521739130434782,,3.2605000000000004,1.3833333333333333,26.354333333333336,Boa,Copacabana,10.8
64,2011-03-06,1,33.00291666666667,,2.111304347826087,,21.1575,0.18875000000000003,26.40233333333334,,4.222608695652174,,8.463,0.838888888888889,26.40233333333334,Boa,Copacabana,8.6
65,2011-03-07,1,43.930416666666666,,4.068695652173913,,18.525000000000002,0.3125,35.144333333333336,,8.137391304347826,,7.410000000000001,1.3888888888888888,35.144333333333336,Boa,Copacabana,0.0
66,2011-03-08,1,39.76833333333334,,2.240869565217391,,9.47875,0.22749999999999998,31.81466666666667,,4.481739130434782,,3.7915,1.011111111111111,31.81466666666667,Boa,Copacabana,5.0
67,2011-03-09,1,43.594166666666666,,2.5778260869565215,,15.72375,0.395,34.87533333333334,,5.155652173913043,,6.2895,1.7555555555555558,34.87533333333334,Boa,Copacabana,10.2
68,2011-03-10,1,39.095416666666665,,2.535217391304348,,17.53875,0.11625,31.276333333333334,,5.070434782608696,,7.0155,0.5166666666666667,31.276333333333334,Boa,Copacabana,2.4000000000000004
69,2011-03-11,1,42.5475,,2.976086956521739,,15.66625,0.22749999999999998,34.038000000000004,,5.952173913043478,,6.266500000000001,1.011111111111111,34.038000000000004,Boa,Copacabana,5.6
70,2011-03-12,1,43.632083333333334,,3.072608695652174,,20.81125,0.18875,34.90566666666667,,6.145217391304348,,8.3245,0.8388888888888889,34.90566666666667,Boa,Copacabana,0.8
71,2011-03-13,1,55.86416666666667,,1.771304347826087,,25.77875,0.13,44.87147959183674,,3.542608695652174,,10.3115,0.5777777777777778,44.87147959183674,Moderada,Copacabana,2.0
72,2011-03-14,1,61.69125,,3.701904761904762,,9.91375,0.60125,49.50936224489796,,7.403809523809524,,3.9655000000000005,2.672222222222222,49.50936224489796,Moderada,Copacabana,1.2000000000000002
73,2011-03-15,1,40.909166666666664,,2.3577272727272724,,15.42,0.36000000000000004,32.727333333333334,,4.715454545454545,,6.168,1.6000000000000003,32.727333333333334,Boa,Copacabana,8.6
74,2011-03-16,1,47.04833333333334,,2.152173913043478,,13.13875,0.16125,37.63866666666667,,4.304347826086956,,5.2555000000000005,0.7166666666666667,37.63866666666667,Boa,Copacabana,17.0
75,2011-03-17,1,46.08958333333334,,3.365217391304348,,14.06,0.17375,36.87166666666667,,6.730434782608696,,5.6240000000000006,0.7722222222222223,36.87166666666667,Boa,Copacabana,4.6
76,2011-03-18,1,53.481249999999996,,4.3365217391304345,,24.595,0.33375,42.97487244897959,,8.673043478260869,,9.838000000000001,1.4833333333333334,42.97487244897959,Moderada,Copacabana,0.0
77,2011-03-19,1,62.03958333333333,,5.120869565217391,,23.63,0.26125,49.78660714285714,,10.241739130434782,,9.452,1.161111111111111,49.78660714285714,Moderada,Copacabana,0.0
78,2011-03-20,1,54.10041666666667,,2.800869565217391,,43.33125,0.125,43.46767857142857,,5.601739130434782,,17.3325,0.5555555555555556,43.46767857142857,Moderada,Copacabana,0.0
79,2011-03-21,1,40.80458333333333,,2.582173913043478,,20.105,0.24375,32.64366666666667,,5.164347826086956,,8.042,1.0833333333333333,32.64366666666667,Boa,Copacabana,2.0
80,2011-03-22,1,42.371249999999996,,2.4938095238095235,,11.165000000000001,0.2875,33.897,,4.987619047619047,,4.466,1.2777777777777777,33.897,Boa,Copacabana,14.8
81,2011-03-23,1,49.89541666666667,,3.5182608695652173,,13.280000000000001,0.34,39.91633333333334,,7.036521739130435,,5.312000000000001,1.5111111111111113,39.91633333333334,Boa,Copacabana,0.2
82,2011-03-24,1,53.39625,,4.983478260869566,,14.8125,0.375,42.907219387755106,,9.966956521739132,,5.925000000000001,1.6666666666666667,42.907219387755106,Moderada,Copacabana,0.0
83,2011-03-25,1,71.72416666666668,,8.305652173913044,,30.21,0.5425,57.494744897959194,,16.61130434782609,,12.084000000000001,2.411111111111111,57.494744897959194,Moderada,Copacabana,0.0
84,2011-03-26,1,65.28833333333334,,4.555652173913043,,73.84375,0.45375,52.372346938775515,,9.111304347826087,,29.5375,2.0166666666666666,52.372346938775515,Moderada,Copacabana,0.0
85,2011-03-27,1,73.99125,,5.929130434782609,,40.973749999999995,0.44,59.299158163265304,,11.858260869565218,,16.389499999999998,1.9555555555555557,59.299158163265304,Moderada,Copacabana,0.0
86,2011-03-28,1,74.70833333333333,,3.540434782608696,,53.20875,0.3625,59.869897959183675,,7.080869565217392,,21.283500000000004,1.6111111111111112,59.869897959183675,Moderada,Copacabana,0.0
87,2011-03-29,1,66.22791666666667,,3.941363636363637,,39.93,0.5925,53.120178571428575,,7.882727272727274,,15.972000000000001,2.6333333333333337,53.120178571428575,Moderada,Copacabana,2.0
88,2011-03-30,1,48.86041666666667,,4.217391304347826,,13.77375,0.42,39.08833333333334,,8.434782608695652,,5.5095,1.8666666666666667,39.08833333333334,Boa,Copacabana,1.2
89,2011-03-31,1,38.40333333333333,,2.377272727272727,,21.79375,0.34125,30.722666666666665,,4.754545454545454,,8.7175,1.5166666666666668,30.722666666666665,Boa,Copacabana,9.4
90,2011-04-01,1,42.182916666666664,,3.2456521739130437,,22.551250000000003,0.28875,33.74633333333333,,6.4913043478260875,,9.020500000000002,1.2833333333333334,33.74633333333333,Boa,Copacabana,15.6
91,2011-04-02,1,44.37625,,3.0843478260869563,,26.09,0.17500000000000002,35.501,,6.168695652173913,,10.436,0.7777777777777779,35.501,Boa,Copacabana,0.0
92,2011-04-03,1,40.635,,4.187391304347826,,9.9,0.24875,32.508,,8.374782608695652,,3.9600000000000004,1.1055555555555556,32.508,Boa,Copacabana,7.2
93,2011-04-04,1,40.84083333333333,,3.968695652173913,,18.3725,0.49375,32.672666666666665,,7.937391304347826,,7.349,2.1944444444444446,32.672666666666665,Boa,Copacabana,1.6
94,2011-04-05,1,55.854166666666664,,5.4695238095238095,,8.0525,0.35624999999999996,44.86352040816326,,10.939047619047619,,3.221,1.5833333333333333,44.86352040816326,Moderada,Copacabana,3.6
95,2011-04-06,1,41.98041666666666,,2.286818181818182,,24.567500000000003,0.33375,33.58433333333333,,4.573636363636364,,9.827000000000002,1.4833333333333334,33.58433333333333,Boa,Copacabana,0.2
96,2011-04-07,1,47.32041666666667,,3.2621739130434784,,28.317500000000003,0.22624999999999998,37.85633333333333,,6.524347826086957,,11.327000000000002,1.0055555555555555,37.85633333333333,Boa,Copacabana,0.0
97,2011-04-08,1,45.58416666666667,,3.324347826086957,,28.02625,0.24625000000000002,36.467333333333336,,6.648695652173914,,11.210500000000001,1.0944444444444446,36.467333333333336,Boa,Copacabana,0.0
98,2011-04-09,1,59.211666666666666,,5.480869565217391,,40.7425,0.31875000000000003,47.535816326530615,,10.961739130434783,,16.297,1.416666666666667,47.535816326530615,Moderada,Copacabana,7.0
99,2011-04-10,1,41.81166666666667,,2.524782608695652,,29.52125,0.22125,33.449333333333335,,5.049565217391304,,11.8085,0.9833333333333334,33.449333333333335,Boa,Copacabana,0.0
100,2011-04-11,1,58.23333333333333,,4.686521739130435,,35.81875,0.42875,46.75714285714285,,9.37304347826087,,14.3275,1.9055555555555557,46.75714285714285,Moderada,Copacabana,0.0
101,2011-04-12,1,80.26375,,4.5630434782608695,,20.218749999999996,0.65375,64.29155612244898,,9.126086956521739,,8.087499999999999,2.905555555555556,64.29155612244898,Moderada,Copacabana,0.0
102,2011-04-13,1,56.13333333333333,,2.3330434782608696,,17.83125,0.40750000000000003,45.08571428571429,,4.666086956521739,,7.1325,1.8111111111111113,45.08571428571429,Moderada,Copacabana,0.0
103,2011-04-14,1,96.03958333333333,,3.610625,,73.91250000000001,0.69375,76.84783163265305,,7.22125,,29.565000000000005,3.0833333333333335,76.84783163265305,Moderada,Copacabana,0.0
104,2011-04-15,1,63.05217391304348,,1.413181818181818,,25.198749999999997,0.34625,50.59254658385093,,2.826363636363636,,10.0795,1.538888888888889,50.59254658385093,Moderada,Copacabana,0.0
105,2011-04-16,1,55.99166666666667,,1.2660869565217392,,19.1975,0.18,44.97295918367347,,2.5321739130434784,,7.679000000000001,0.8,44.97295918367347,Moderada,Copacabana,0.0
106,2011-04-17,1,54.23833333333334,,2.1495652173913045,,32.79625,0.28500000000000003,43.57744897959184,,4.299130434782609,,13.118500000000001,1.2666666666666668,43.57744897959184,Moderada,Copacabana,0.0
107,2011-04-18,1,58.43125,,2.969130434782609,,13.675,0.4,46.914668367346934,,5.938260869565218,,5.470000000000001,1.777777777777778,46.914668367346934,Moderada,Copacabana,0.0
108,2011-04-19,1,62.89318181818182,,1.1013636363636363,,18.68625,0.27875,50.46600185528757,,2.2027272727272726,,7.474500000000001,1.238888888888889,50.46600185528757,Moderada,Copacabana,0.0
109,2011-04-20,1,54.19565217391305,,1.566086956521739,,14.85875,0.18125,43.54347826086957,,3.132173913043478,,5.9435,0.8055555555555556,43.54347826086957,Moderada,Copacabana,0.0
110,2011-04-21,1,47.24142857142857,,2.5395454545454546,,4.7475,0.2425,37.79314285714286,,5.079090909090909,,1.899,1.0777777777777777,37.79314285714286,Boa,Copacabana,0.0
111,2011-04-22,1,52.81666666666666,,3.8286956521739133,,21.27,0.18375,42.445918367346934,,7.6573913043478266,,8.508000000000001,0.8166666666666667,42.445918367346934,Moderada,Copacabana,0.0
112,2011-04-23,1,64.69652173913043,,6.7269565217391305,,25.2925,0.35,51.90131322094055,,13.453913043478261,,10.117,1.5555555555555556,51.90131322094055,Moderada,Copacabana,0.0
113,2011-04-24,1,62.17583333333334,,2.615789473684211,,27.373749999999998,0.34375,49.89505102040817,,5.231578947368422,,10.9495,1.527777777777778,49.89505102040817,Moderada,Copacabana,17.0
114,2011-04-25,1,43.79208333333333,,2.0949999999999998,,11.408750000000001,0.40875,35.03366666666667,,4.1899999999999995,,4.5635,1.8166666666666667,35.03366666666667,Boa,Copacabana,0.8
115,2011-04-26,1,43.14833333333333,,2.213913043478261,,19.64,0.5325000000000001,34.51866666666667,,4.427826086956522,,7.856000000000001,2.366666666666667,34.51866666666667,Boa,Copacabana,61.0
116,2011-04-27,1,40.09125,,3.449130434782609,,12.145000000000001,0.36625,32.073,,6.898260869565218,,4.8580000000000005,1.627777777777778,32.073,Boa,Copacabana,6.4
117,2011-04-28,1,42.159565217391304,,3.229,,11.424999999999999,0.26125,33.72765217391304,,6.458,,4.569999999999999,1.161111111111111,33.72765217391304,Boa,Copacabana,0.4
118,2011-04-29,1,39.03916666666667,,1.6182608695652174,,11.515,0.3,31.231333333333335,,3.236521739130435,,4.606000000000001,1.3333333333333333,31.231333333333335,Boa,Copacabana,0.0
119,2011-04-30,1,47.56041666666667,,1.4191304347826088,,19.53625,0.3175,38.04833333333334,,2.8382608695652176,,7.8145,1.4111111111111112,38.04833333333334,Boa,Copacabana,0.0
120,2011-05-01,1,54.17791666666667,,1.0536363636363637,,14.70125,0.5449999999999999,43.52936224489796,,2.1072727272727274,,5.8805000000000005,2.422222222222222,43.52936224489796,Moderada,Copacabana,0.0
121,2011-05-02,1,51.14625,,1.3808695652173915,,15.75,0.49,41.11640306122449,,2.761739130434783,,6.300000000000001,2.177777777777778,41.11640306122449,Moderada,Copacabana,0.4
122,2011-05-03,1,42.70708333333334,,2.631304347826087,,9.967500000000001,0.24125,34.165666666666674,,5.262608695652174,,3.9870000000000005,1.0722222222222222,34.165666666666674,Boa,Copacabana,9.2
123,2011-05-04,1,44.51958333333334,,3.6626086956521737,,10.31875,0.3375,35.61566666666667,,7.3252173913043475,,4.1275,1.5000000000000002,35.61566666666667,Boa,Copacabana,0.0
124,2011-05-05,1,51.357499999999995,,2.210434782608696,,19.048750000000002,0.3675,41.284540816326526,,4.420869565217392,,7.619500000000001,1.6333333333333333,41.284540816326526,Moderada,Copacabana,0.2
125,2011-05-06,1,78.60958333333333,,1.1334782608695653,,43.725,0.6699999999999999,62.97497448979592,,2.2669565217391305,,17.490000000000002,2.9777777777777774,62.97497448979592,Moderada,Copacabana,0.0
126,2011-05-07,1,72.1525,,1.7830434782608695,,32.50875,0.5975,57.835663265306124,,3.566086956521739,,13.0035,2.655555555555556,57.835663265306124,Moderada,Copacabana,0.0
127,2011-05-08,1,53.37125,,0.7321428571428571,,24.6575,0.29000000000000004,42.88732142857143,,1.4642857142857142,,9.863,1.2888888888888892,42.88732142857143,Moderada,Copacabana,0.0
128,2011-05-09,1,73.32416666666667,,1.7643478260869565,,18.09875,0.6012500000000001,58.76821428571429,,3.528695652173913,,7.2395,2.6722222222222225,58.76821428571429,Moderada,Copacabana,0.0
129,2011-05-10,1,42.399166666666666,,2.0960869565217393,,20.785,0.61125,33.919333333333334,,4.1921739130434785,,8.314,2.716666666666667,33.919333333333334,Boa,Copacabana,17.8
130,2011-05-11,1,50.76916666666667,,1.6058823529411765,,13.75375,0.3125,,,3.211764705882353,,5.5015,1.3888888888888888,,aaa,Copacabana,0.0
131,2011-05-12,1,60.47083333333333,,2.2178260869565216,,19.91125,0.5575,48.53801020408163,,4.435652173913043,,7.9645,2.477777777777778,48.53801020408163,Moderada,Copacabana,0.0
132,2011-05-13,1,43.62875,,2.055909090909091,,21.685000000000002,0.73125,34.903,,4.111818181818182,,8.674000000000001,3.25,34.903,Boa,Copacabana,34.8
133,2011-05-14,1,40.785833333333336,,2.024,,5.27625,0.6125,32.62866666666667,,4.048,,2.1105,2.7222222222222223,32.62866666666667,Boa,Copacabana,7.4
134,2011-05-15,1,44.6,,1.9782608695652173,,10.54625,0.7075,35.68,,3.9565217391304346,,4.218500000000001,3.144444444444445,35.68,Boa,Copacabana,1.0
135,2011-05-16,1,37.104166666666664,,1.7061111111111111,,21.1,0.34375,29.683333333333334,,3.4122222222222223,,8.440000000000001,1.527777777777778,29.683333333333334,Boa,Copacabana,10.4
136,2011-05-17,1,39.51916666666667,,3.3390909090909093,,17.165,0.41625,31.61533333333334,,6.678181818181819,,6.866,1.85,31.61533333333334,Boa,Copacabana,23.0
137,2011-05-18,1,42.494166666666665,,5.643478260869566,,5.736249999999999,0.63375,33.995333333333335,,11.286956521739132,,2.2944999999999998,2.816666666666667,33.995333333333335,Boa,Copacabana,16.0
138,2011-05-19,1,35.577083333333334,,3.436086956521739,,13.238750000000001,0.26625,28.46166666666667,,6.872173913043478,,5.2955000000000005,1.1833333333333333,28.46166666666667,Boa,Copacabana,0.0
139,2011-05-20,1,47.833333333333336,,3.568695652173913,,16.638749999999998,0.42000000000000004,38.26666666666667,,7.137391304347826,,6.6555,1.866666666666667,38.26666666666667,Boa,Copacabana,0.0
140,2011-05-21,1,31.202083333333334,,1.4395652173913043,,17.7775,0.16999999999999998,24.96166666666667,,2.8791304347826085,,7.111000000000001,0.7555555555555555,24.96166666666667,Boa,Copacabana,0.0
141,2011-05-22,1,30.272916666666664,,3.601304347826087,,19.061249999999998,0.1775,24.218333333333334,,7.202608695652174,,7.624499999999999,0.7888888888888889,24.218333333333334,Boa,Copacabana,0.0
142,2011-05-23,1,50.243750000000006,,8.041304347826086,,8.035,0.7224999999999999,,,16.082608695652173,,3.2140000000000004,3.211111111111111,,aaa,Copacabana,0.0
143,2011-05-24,1,73.78958333333334,,8.743478260869566,,15.9175,0.72375,59.13864795918368,,17.48695652173913,,6.367000000000001,3.216666666666667,59.13864795918368,Moderada,Copacabana,0.0
144,2011-05-25,1,74.8075,,3.784347826086957,,29.528750000000002,0.59375,59.94882653061225,,7.568695652173914,,11.811500000000002,2.638888888888889,59.94882653061225,Moderada,Copacabana,0.0
145,2011-05-26,1,69.8004347826087,,6.086086956521739,,13.101249999999999,0.8025,55.963611357586515,,12.172173913043478,,5.2405,3.566666666666667,55.963611357586515,Moderada,Copacabana,0.0
